ID	ASSENT	ANXIETY	EMOTICONS	POSITIVE EMOTION	AFFECTIVE PROCESSES	ANGER	NEGATIVE EMOTION	SADNESS	
6241	0.0000	0.0000	0.0000	1.6949	1.6949	0.0000	0.0000	0.0000	
6291	0.0000	0.0000	0.0000	4.7619	4.7619	0.0000	0.0000	0.0000	
6351	0.0000	0.0000	0.0000	5.0847	5.0847	0.0000	0.0000	0.0000	
6401	0.0000	0.0000	0.0000	2.9126	4.8544	0.0000	1.9417	0.9709	
6421	0.0000	0.0000	0.0000	6.6667	6.6667	0.0000	0.0000	0.0000	
6451	0.0000	0.0000	0.0000	1.5152	1.5152	0.0000	0.0000	0.0000	
6581	0.7168	0.0000	0.0000	3.5842	3.5842	0.0000	0.0000	0.0000	
6701	0.0000	0.0000	0.0000	1.8868	1.8868	0.0000	0.0000	0.0000	
6711	0.0000	0.0000	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	
6731	0.0000	0.0000	0.0000	2.9412	2.9412	0.0000	0.0000	0.0000	
6821	0.0000	0.0000	0.0000	8.4746	8.4746	0.0000	0.0000	0.0000	
6841	0.0000	0.0000	0.0000	3.4091	3.4091	0.0000	0.0000	0.0000	
6871	0.0000	0.0000	0.0000	2.7397	2.7397	0.0000	0.0000	0.0000	
6881	0.0000	0.0000	0.0000	0.8130	1.6260	0.8130	0.8130	0.0000	
6891	0.0000	0.0000	0.0000	3.0303	3.0303	0.0000	0.0000	0.0000	
7311	0.0000	0.0000	0.0000	1.5385	7.6923	0.0000	6.1538	0.0000	
8481	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12731	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
12931	0.0000	0.0000	0.0000	2.9412	2.9412	0.0000	0.0000	0.0000	
14931	0.0000	0.0000	0.0000	1.1905	1.1905	0.0000	0.0000	0.0000	
18091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4591	0.0000	0.0000	0.0000	5.1724	6.8966	0.0000	1.7241	0.0000	
10401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15661	0.0000	0.0000	0.0000	0.8772	0.8772	0.0000	0.0000	0.0000	
15681	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
20111	0.0000	0.0000	1.8868	9.4340	9.4340	0.0000	0.0000	0.0000	
20491	0.0000	0.0000	0.0000	4.7619	9.5238	0.0000	4.7619	0.0000	
20581	0.0000	0.0000	0.0000	5.1282	5.1282	0.0000	0.0000	0.0000	
20721	0.0000	0.0000	0.0000	2.2222	2.2222	0.0000	0.0000	0.0000	
20811	0.7812	0.0000	0.0000	3.9062	3.9062	0.0000	0.0000	0.0000	
22051	0.0000	1.0526	0.0000	6.3158	7.3684	0.0000	1.0526	1.0526	
1011	0.0000	0.0000	0.0000	2.6667	2.6667	0.0000	0.0000	0.0000	
7301	0.0000	0.0000	0.0000	0.0000	7.8431	0.0000	7.8431	0.0000	
7901	0.0000	0.0000	0.0000	0.0000	7.6923	0.0000	7.6923	0.0000	
2530	0.0000	0.0000	0.0000	2.7778	2.7778	0.0000	0.0000	0.0000	
2540	3.8462	0.0000	0.0000	7.6923	11.5385	0.0000	3.8462	0.0000	
8201	0.0000	0.0000	0.0000	9.0909	9.0909	0.0000	0.0000	0.0000	
12871	0.0000	0.0000	0.0000	3.5971	4.3165	0.0000	0.7194	0.0000	
12981	0.0000	0.0000	0.0000	1.9512	1.9512	0.0000	0.0000	0.0000	
13021	0.2454	0.0000	0.0000	1.4724	1.9632	0.0000	0.3681	0.3681	
5190	0.0000	0.0000	0.0000	4.5977	4.5977	0.0000	0.0000	0.0000	
13921	1.3514	0.0000	0.0000	5.4054	5.4054	0.0000	0.0000	0.0000	
18031	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4571	0.0000	0.0000	0.0000	1.4599	1.4599	0.0000	0.0000	0.0000	
5431	0.0000	0.0000	0.0000	10.0000	10.0000	0.0000	0.0000	0.0000	
5461	1.7857	0.0000	0.0000	1.7857	1.7857	0.0000	0.0000	0.0000	
10341	0.0000	0.0000	0.0000	0.0000	8.0000	0.0000	8.0000	0.0000	
10351	0.0000	0.0000	0.0000	16.6667	16.6667	0.0000	0.0000	0.0000	
15651	0.0000	0.0000	0.0000	1.5707	1.5707	0.0000	0.0000	0.0000	
20091	0.0000	0.0000	0.0000	0.0000	4.0000	4.0000	4.0000	0.0000	
21531	2.5316	0.0000	0.0000	3.7975	6.3291	2.5316	2.5316	0.0000	
21611	3.8462	0.0000	0.0000	3.8462	3.8462	0.0000	0.0000	0.0000	
911	0.0000	0.0000	0.0000	6.3830	6.3830	0.0000	0.0000	0.0000	
931	0.0000	0.0000	0.0000	5.2632	5.2632	0.0000	0.0000	0.0000	
7261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12801	0.0000	0.0000	0.0000	0.0000	4.8193	0.0000	3.6145	2.4096	
12821	1.9608	0.0000	0.0000	3.9216	5.8824	0.0000	1.9608	0.0000	
5060	0.0000	0.0000	0.0000	5.0000	7.5000	0.0000	2.5000	0.0000	
5080	3.2258	0.0000	0.0000	3.2258	6.4516	0.0000	3.2258	0.0000	
12841	0.0000	0.0000	0.0000	6.5217	6.5217	0.0000	0.0000	0.0000	
13851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
18001	0.0000	0.0000	0.0000	2.1053	3.1579	1.0526	1.0526	0.0000	
18101	1.1111	0.0000	0.0000	5.5556	5.5556	0.0000	0.0000	0.0000	
18301	0.0000	0.0000	0.0000	0.0000	1.8868	0.0000	0.0000	0.0000	
7180	0.0000	0.0000	0.0000	4.8193	4.8193	0.0000	0.0000	0.0000	
18461	2.2989	0.0000	0.0000	5.7471	6.8966	1.1494	1.1494	0.0000	
18481	2.6316	0.0000	0.0000	2.6316	2.6316	0.0000	0.0000	0.0000	
4491	0.0000	0.0000	0.0000	2.1053	2.1053	0.0000	0.0000	0.0000	
6541	0.0000	0.0000	0.0000	7.6923	7.6923	0.0000	0.0000	0.0000	
10251	0.0000	0.0000	0.0000	1.1765	1.1765	0.0000	0.0000	0.0000	
10291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10331	0.6452	0.0000	0.6452	2.5806	3.8710	0.0000	1.2903	0.6452	
3910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4010	0.4902	0.0000	0.4902	2.4510	3.9216	0.0000	1.4706	1.4706	
10661	0.0000	0.0000	0.0000	1.6667	2.2222	0.0000	0.5556	0.0000	
3920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3930	0.0000	0.9434	0.0000	1.8868	3.7736	0.0000	1.8868	0.9434	
10691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3940	3.2258	0.0000	0.0000	3.2258	6.4516	0.0000	3.2258	0.0000	
10741	0.0000	0.0000	0.0000	1.2146	1.6194	0.0000	0.4049	0.0000	
3950	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10881	1.6129	0.0000	0.0000	1.6129	1.6129	0.0000	0.0000	0.0000	
10961	0.7634	0.0000	0.0000	2.2901	4.5802	0.0000	1.5267	0.0000	
3980	0.0000	0.0000	0.0000	4.7619	4.7619	0.0000	0.0000	0.0000	
4000	0.0000	0.0000	0.0000	1.6129	1.6129	0.0000	0.0000	0.0000	
10991	0.0000	0.0000	0.0000	0.6135	0.6135	0.0000	0.0000	0.0000	
15581	0.0000	0.0000	0.0000	4.9180	4.9180	0.0000	0.0000	0.0000	
19991	0.0000	0.0000	0.0000	4.7619	4.7619	0.0000	0.0000	0.0000	
811	0.0000	0.0000	0.0000	11.5385	11.5385	0.0000	0.0000	0.0000	
1281	0.0000	0.0000	0.0000	6.9767	6.9767	0.0000	0.0000	0.0000	
410	0.0000	0.0000	0.0000	4.1667	6.2500	0.0000	2.0833	0.0000	
1471	0.9804	0.0000	0.9804	1.9608	2.9412	0.0000	0.9804	0.9804	
420	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
2391	0.0000	0.0000	0.0000	3.8462	3.8462	0.0000	0.0000	0.0000	
8101	0.0000	0.0000	0.0000	1.8868	1.8868	0.0000	0.0000	0.0000	
2560	0.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
7231	0.0000	0.0000	0.0000	6.5789	10.5263	0.0000	3.9474	0.0000	
7281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7291	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	0.0000	0.0000	
7471	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7481	0.0000	0.0000	0.0000	10.5263	15.7895	0.0000	5.2632	0.0000	
7511	0.0000	0.0000	0.0000	0.0000	2.2727	0.0000	2.2727	0.0000	
7601	1.6129	0.0000	0.0000	1.6129	1.6129	0.0000	0.0000	0.0000	
2310	1.3889	1.3889	0.0000	4.1667	6.9444	0.0000	2.7778	0.0000	
2380	2.0000	0.0000	0.0000	2.0000	4.0000	0.0000	2.0000	0.0000	
2450	0.0000	0.0000	0.0000	11.1111	11.1111	0.0000	0.0000	0.0000	
7641	0.0000	0.0000	0.0000	6.6667	6.6667	0.0000	0.0000	0.0000	
7681	0.7143	0.0000	0.0000	2.8571	4.2857	0.0000	1.4286	0.0000	
2370	0.0000	0.0000	0.0000	0.9804	0.9804	0.0000	0.0000	0.0000	
2400	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
7811	0.0000	0.0000	0.0000	9.0909	18.1818	0.0000	9.0909	0.0000	
7951	0.0000	0.0000	0.0000	1.8519	1.8519	0.0000	0.0000	0.0000	
2770	0.0000	0.0000	0.0000	3.0769	3.0769	0.0000	0.0000	0.0000	
2920	0.0000	0.0000	0.0000	4.0816	10.2041	2.0408	6.1224	4.0816	
8051	0.0000	0.0000	0.0000	7.1429	7.1429	0.0000	0.0000	0.0000	
12761	0.0000	0.0000	0.0000	4.5872	4.5872	0.0000	0.0000	0.0000	
12921	0.0000	0.0000	0.0000	7.6923	7.6923	0.0000	0.0000	0.0000	
5140	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
5660	0.0000	0.0000	0.0000	12.0000	12.0000	0.0000	0.0000	0.0000	
12941	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
5170	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
13061	0.0000	0.0000	0.0000	22.2222	22.2222	0.0000	0.0000	0.0000	
13221	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
13241	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
13711	0.0000	0.0000	0.0000	15.3846	15.3846	0.0000	0.0000	0.0000	
13741	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
13771	0.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
13891	0.0000	0.0000	1.5625	7.8125	10.9375	0.0000	1.5625	1.5625	
13901	7.1429	0.0000	0.0000	28.5714	28.5714	0.0000	0.0000	0.0000	
13931	0.0000	0.0000	0.0000	11.7647	11.7647	0.0000	0.0000	0.0000	
13941	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
13971	1.9231	0.0000	0.0000	15.3846	15.3846	0.0000	0.0000	0.0000	
14261	0.0000	0.0000	0.0000	11.7647	11.7647	0.0000	0.0000	0.0000	
14321	0.0000	0.0000	0.0000	3.4483	3.4483	0.0000	0.0000	0.0000	
14331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14451	0.0000	0.0000	0.0000	11.7647	11.7647	0.0000	0.0000	0.0000	
14521	0.0000	0.0000	0.0000	10.3448	10.3448	0.0000	0.0000	0.0000	
14591	0.0000	0.0000	0.0000	7.6923	7.6923	0.0000	0.0000	0.0000	
14621	0.0000	0.0000	0.0000	27.2727	27.2727	0.0000	0.0000	0.0000	
15951	0.0000	0.0000	0.0000	6.4516	12.9032	0.0000	6.4516	3.2258	
6670	0.0000	0.0000	2.9412	0.0000	2.9412	0.0000	2.9412	0.0000	
6680	0.0000	0.0000	0.0000	20.0000	20.0000	0.0000	0.0000	0.0000	
6690	0.0000	0.0000	4.3478	4.3478	4.3478	0.0000	0.0000	0.0000	
16131	1.9608	0.0000	0.0000	3.9216	3.9216	0.0000	0.0000	0.0000	
16261	0.0000	0.0000	0.0000	8.3333	8.3333	0.0000	0.0000	0.0000	
17971	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
18221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4301	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4341	0.0000	0.0000	0.0000	1.5152	1.5152	0.0000	0.0000	0.0000	
10231	1.7241	0.8621	0.0000	5.1724	6.0345	0.0000	0.8621	0.0000	
15531	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
19961	0.0000	0.0000	0.0000	0.0000	5.0000	0.0000	5.0000	0.0000	
20021	0.0000	2.8571	0.0000	5.7143	8.5714	0.0000	2.8571	0.0000	
20271	0.0000	0.0000	0.0000	2.2727	2.2727	0.0000	0.0000	0.0000	
731	0.0000	0.0000	0.0000	4.0541	4.0541	0.0000	0.0000	0.0000	
851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1161	0.0000	0.0000	0.0000	1.2821	1.9231	0.6410	0.6410	0.0000	
190	0.4219	0.0000	0.0000	1.6878	2.1097	0.0000	0.4219	0.0000	
1190	0.4115	0.0000	0.0000	2.0576	2.8807	0.2058	0.8230	0.0000	
1351	0.0000	0.0000	0.0000	0.9231	1.5385	0.3077	0.6154	0.0000	
530	0.0000	0.0000	0.0000	7.1429	7.1429	0.0000	0.0000	0.0000	
1631	0.0000	0.0000	0.0000	3.4091	4.5455	0.0000	1.1364	0.0000	
550	0.0000	0.0000	0.0000	1.2987	1.2987	0.0000	0.0000	0.0000	
1711	0.0000	0.0000	0.0000	3.4247	3.4247	0.0000	0.0000	0.0000	
540	0.0000	0.0000	0.0000	3.1915	3.1915	0.0000	0.0000	0.0000	
2121	0.0000	0.0000	0.0000	4.2553	4.2553	0.0000	0.0000	0.0000	
710	0.0000	0.0000	0.0000	6.9767	6.9767	0.0000	0.0000	0.0000	
3331	0.0000	0.0000	0.0000	9.4340	9.4340	0.0000	0.0000	0.0000	
4561	0.4464	1.7857	0.0000	2.6786	5.3571	0.0000	2.6786	0.4464	
4891	0.0000	0.0000	0.0000	1.6260	1.6260	0.0000	0.0000	0.0000	
4951	0.0000	0.0000	0.0000	4.4118	4.4118	0.0000	0.0000	0.0000	
6221	0.7491	0.3745	0.0000	4.4944	5.2434	0.0000	0.7491	0.0000	
6651	0.6993	0.0000	0.6993	5.5944	6.2937	0.0000	0.0000	0.0000	
6851	0.0000	0.0000	0.0000	4.8387	6.4516	0.0000	0.0000	0.0000	
6861	11.1111	0.0000	11.1111	22.2222	22.2222	0.0000	0.0000	0.0000	
10391	0.0000	0.0000	0.0000	3.3708	4.4944	0.0000	1.1236	1.1236	
10411	0.0000	0.0000	0.0000	4.3243	4.3243	0.0000	0.0000	0.0000	
11701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7211	0.0000	0.3546	0.0000	3.1915	4.6099	0.7092	1.4184	0.3546	
7531	2.2727	0.0000	0.0000	6.8182	9.0909	0.0000	2.2727	0.0000	
7561	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
7611	0.0000	0.0000	0.0000	8.3333	16.6667	0.0000	8.3333	0.0000	
10461	0.4525	0.0000	0.0000	4.9774	4.9774	0.0000	0.0000	0.0000	
12681	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13141	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13611	0.0000	2.9412	0.0000	0.0000	2.9412	0.0000	2.9412	0.0000	
13641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5570	3.2258	0.0000	0.0000	9.6774	9.6774	0.0000	0.0000	0.0000	
17961	0.0000	0.0000	0.0000	3.3333	3.3333	0.0000	0.0000	0.0000	
18631	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7370	0.0000	0.0000	0.0000	4.6875	4.6875	0.0000	0.0000	0.0000	
18761	1.6949	0.0000	0.0000	3.3898	5.0847	0.0000	1.6949	0.0000	
7280	0.0000	0.0000	0.0000	1.7241	5.1724	0.0000	3.4483	0.0000	
19261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4231	0.0000	0.0000	0.0000	2.0478	2.7304	0.0000	0.6826	0.0000	
4251	0.0000	0.0000	0.0000	1.5385	1.5385	0.0000	0.0000	0.0000	
4361	0.0000	0.0000	0.0000	5.2632	5.2632	0.0000	0.0000	0.0000	
4481	0.0000	0.0000	0.0000	0.0000	1.3514	0.0000	1.3514	1.3514	
4551	0.0000	0.0000	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	
4621	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7181	0.0000	0.0000	0.0000	2.1739	4.3478	2.1739	2.1739	0.0000	
10051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10101	0.0000	0.0000	0.0000	1.8868	1.8868	0.0000	0.0000	0.0000	
10581	1.9231	0.0000	0.0000	5.7692	5.7692	0.0000	0.0000	0.0000	
15451	0.0000	0.0000	0.0000	10.7143	10.7143	0.0000	0.0000	0.0000	
15491	0.0000	0.0000	0.0000	11.9048	11.9048	0.0000	0.0000	0.0000	
15501	0.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
15911	0.0000	0.0000	0.0000	3.2000	3.2000	0.0000	0.0000	0.0000	
15921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15961	20.0000	20.0000	0.0000	20.0000	40.0000	0.0000	20.0000	0.0000	
15981	0.0000	0.0000	0.0000	2.5641	2.5641	0.0000	0.0000	0.0000	
16161	0.0000	0.0000	0.0000	2.1739	2.1739	0.0000	0.0000	0.0000	
16421	0.0000	5.5556	0.0000	11.1111	16.6667	0.0000	5.5556	0.0000	
19951	0.0000	0.0000	0.0000	10.8696	13.0435	0.0000	2.1739	0.0000	
20161	0.0000	5.8824	0.0000	11.7647	17.6471	0.0000	5.8824	0.0000	
20501	20.0000	0.0000	20.0000	60.0000	60.0000	0.0000	0.0000	0.0000	
20781	1.4085	0.0000	0.0000	4.9296	5.6338	0.0000	0.7042	0.7042	
20821	0.0000	0.0000	0.0000	3.3333	5.0000	0.0000	1.6667	0.0000	
21551	0.5102	0.0000	0.0000	3.0612	3.0612	0.0000	0.0000	0.0000	
701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
721	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2151	50.0000	0.0000	0.0000	50.0000	50.0000	0.0000	0.0000	0.0000	
3931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4511	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10891	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4270	0.0000	1.9231	0.0000	9.6154	11.5385	0.0000	1.9231	0.0000	
12321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4930	0.0000	0.0000	25.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7201	0.4049	0.0000	0.0000	4.8583	6.4777	0.0000	1.6194	0.0000	
7241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3650	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7541	0.0000	0.0000	0.0000	5.3571	5.3571	0.0000	0.0000	0.0000	
2410	0.0000	0.0000	0.0000	14.2857	14.2857	0.0000	0.0000	0.0000	
7621	3.7037	0.0000	0.0000	7.4074	7.4074	0.0000	0.0000	0.0000	
7841	0.0000	1.2346	0.0000	1.2346	2.4691	0.0000	1.2346	0.0000	
4050	0.0000	0.0000	0.0000	8.1081	8.1081	0.0000	0.0000	0.0000	
7851	0.0000	0.0000	0.0000	4.0000	4.0000	0.0000	0.0000	0.0000	
9801	0.0000	0.0000	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	
3480	0.0000	0.0000	0.0000	3.3333	6.6667	0.0000	3.3333	0.0000	
3660	0.0000	0.0000	0.0000	0.0000	2.8571	2.8571	2.8571	0.0000	
3960	2.1505	0.0000	0.0000	2.1505	2.1505	0.0000	0.0000	0.0000	
9961	0.0000	0.0000	0.0000	2.6316	2.6316	0.0000	0.0000	0.0000	
10111	0.0000	0.0000	0.0000	0.8197	0.8197	0.0000	0.0000	0.0000	
10121	0.0000	0.0000	0.0000	5.4054	5.4054	0.0000	0.0000	0.0000	
10131	0.0000	0.0000	0.0000	22.2222	22.2222	0.0000	0.0000	0.0000	
10321	0.0000	0.8264	0.0000	3.3058	6.6116	2.4793	3.3058	0.0000	
3790	0.0000	0.0000	0.0000	18.7500	18.7500	0.0000	0.0000	0.0000	
11041	4.1667	0.0000	0.0000	4.1667	4.1667	0.0000	0.0000	0.0000	
4040	0.0000	0.0000	0.0000	2.8846	3.2051	0.3205	0.3205	0.0000	
12671	0.0000	0.0000	0.0000	8.3333	13.3333	0.0000	5.0000	3.3333	
17921	0.0000	1.1364	0.0000	0.0000	1.1364	0.0000	1.1364	0.0000	
17931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17981	25.0000	0.0000	0.0000	25.0000	25.0000	0.0000	0.0000	0.0000	
4191	0.0000	0.0000	0.0000	7.1429	7.1429	0.0000	0.0000	0.0000	
10021	3.5714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10271	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10421	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10791	0.9901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10941	1.9608	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
11151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13681	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14101	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15441	0.0000	0.0000	0.0000	4.5977	5.7471	1.1494	1.1494	0.0000	
15511	0.0000	0.0000	0.0000	4.2857	5.7143	0.0000	1.4286	0.0000	
6420	1.5504	0.0000	0.0000	3.8760	4.6512	0.0000	0.7752	0.7752	
6440	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15541	0.0000	0.0000	0.0000	3.3898	3.3898	0.0000	0.0000	0.0000	
19911	0.0000	0.0000	0.0000	1.1905	7.1429	0.0000	5.9524	0.0000	
691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7171	0.0000	0.0000	0.0000	0.9259	4.6296	0.0000	3.7037	0.0000	
11251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
11391	4.5455	0.0000	0.0000	4.5455	4.5455	0.0000	0.0000	0.0000	
12571	0.8130	0.0000	0.0000	3.2520	3.2520	0.0000	0.0000	0.0000	
12611	0.0000	0.0000	0.4950	5.4455	5.4455	0.0000	0.0000	0.0000	
17891	0.9259	0.0000	0.0000	4.6296	4.6296	0.0000	0.0000	0.0000	
18011	0.0000	0.0000	0.0000	3.7500	3.7500	0.0000	0.0000	0.0000	
18061	0.0000	0.0000	0.0000	6.2500	6.2500	0.0000	0.0000	0.0000	
4111	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
9951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10071	0.0000	0.0000	0.0000	0.0000	1.2987	0.0000	1.2987	0.0000	
10091	0.0000	0.0000	0.0000	2.0000	2.0000	0.0000	0.0000	0.0000	
3640	1.2987	0.0000	0.0000	1.2987	2.5974	0.0000	1.2987	0.0000	
3690	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3720	0.0000	0.0000	0.0000	1.0870	2.1739	0.0000	0.0000	0.0000	
3990	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15431	0.0000	0.0000	0.0000	3.0303	4.5455	0.0000	1.5152	0.0000	
15461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15521	0.0000	0.0000	0.0000	4.4444	4.4444	0.0000	0.0000	0.0000	
19831	0.0000	0.0000	0.0000	1.2658	6.3291	0.0000	5.0633	0.0000	
20051	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	0.0000	0.0000	
681	0.0000	1.0695	0.0000	1.6043	6.4171	0.0000	4.8128	0.0000	
981	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1881	0.0000	0.0000	0.0000	0.0000	1.7857	0.0000	1.7857	1.7857	
440	0.0000	6.6667	0.0000	0.0000	6.6667	0.0000	6.6667	0.0000	
7131	0.0000	0.0000	0.0000	1.9608	3.9216	0.0000	1.9608	0.0000	
20431	0.3759	0.0000	0.0000	3.0075	3.0075	0.0000	0.0000	0.0000	
20441	0.7968	0.0000	0.0000	3.5857	3.9841	0.0000	0.3984	0.0000	
12491	0.6098	0.6098	0.0000	3.0488	5.4878	0.6098	2.4390	0.0000	
17881	0.0000	0.0000	0.0000	3.1250	5.0000	0.0000	1.8750	0.6250	
4101	0.0000	0.7752	0.0000	0.7752	4.6512	1.5504	3.8760	0.0000	
4131	0.0000	0.0000	0.0000	12.5000	12.5000	0.0000	0.0000	0.0000	
4311	0.0000	0.7752	0.0000	0.7752	1.5504	0.0000	0.7752	0.0000	
