ID	PERCEPTUAL PROCESSES	SEEING	HEARING	FEELING	
560	0.0000	0.0000	0.0000	0.0000	
880	5.8824	0.0000	0.0000	5.8824	
1640	3.7037	0.0000	0.0000	0.0000	
1980	5.5556	2.7778	0.0000	2.7778	
1701	2.0000	2.0000	0.0000	0.0000	
2050	11.1111	5.5556	5.5556	0.0000	
1791	0.0000	0.0000	0.0000	0.0000	
450	0.0000	0.0000	0.0000	0.0000	
990	0.0000	0.0000	0.0000	0.0000	
1370	1.3333	1.3333	0.0000	0.0000	
1851	0.0000	0.0000	0.0000	0.0000	
1891	5.8824	2.9412	0.0000	0.0000	
460	0.0000	0.0000	0.0000	0.0000	
1030	2.5000	1.2500	0.0000	1.2500	
1931	0.0000	0.0000	0.0000	0.0000	
890	0.0000	0.0000	0.0000	0.0000	
1941	0.0000	0.0000	0.0000	0.0000	
1040	1.8182	0.0000	0.0000	1.8182	
1110	0.0000	0.0000	0.0000	0.0000	
1740	1.5152	1.5152	0.0000	0.0000	
1991	0.0000	0.0000	0.0000	0.0000	
2031	0.0000	0.0000	0.0000	0.0000	
2181	0.0000	0.0000	0.0000	0.0000	
1060	0.0000	0.0000	0.0000	0.0000	
2231	0.0000	0.0000	0.0000	0.0000	
2241	3.9216	3.9216	0.0000	0.0000	
2251	0.0000	0.0000	0.0000	0.0000	
2261	2.0619	1.0309	0.0000	1.0309	
2301	3.2258	0.0000	3.2258	0.0000	
1070	0.0000	0.0000	0.0000	0.0000	
1530	0.0000	0.0000	0.0000	0.0000	
2321	0.0000	0.0000	0.0000	0.0000	
900	4.0000	4.0000	0.0000	0.0000	
970	3.7037	0.0000	3.7037	0.0000	
2331	3.7037	3.7037	0.0000	0.0000	
580	0.0000	0.0000	0.0000	0.0000	
590	0.0000	0.0000	0.0000	0.0000	
1340	1.7544	1.7544	0.0000	0.0000	
1630	4.3478	4.3478	0.0000	0.0000	
2351	0.0000	0.0000	0.0000	0.0000	
2361	0.0000	0.0000	0.0000	0.0000	
1670	7.1429	7.1429	0.0000	0.0000	
2371	0.0000	0.0000	0.0000	0.0000	
2411	0.0000	0.0000	0.0000	0.0000	
2461	2.3810	2.3810	0.0000	0.0000	
2501	0.0000	0.0000	0.0000	0.0000	
2511	2.6316	2.6316	0.0000	0.0000	
2521	2.6316	2.6316	0.0000	0.0000	
2531	0.0000	0.0000	0.0000	0.0000	
2541	0.0000	0.0000	0.0000	0.0000	
2551	0.0000	0.0000	0.0000	0.0000	
2591	0.0000	0.0000	0.0000	0.0000	
2611	2.5641	2.5641	0.0000	0.0000	
2661	0.0000	0.0000	0.0000	0.0000	
2701	5.5556	2.7778	2.7778	0.0000	
2871	1.6129	0.0000	0.0000	1.6129	
2891	0.0000	0.0000	0.0000	0.0000	
2901	0.0000	0.0000	0.0000	0.0000	
1970	0.0000	0.0000	0.0000	0.0000	
2931	0.0000	0.0000	0.0000	0.0000	
2941	0.0000	0.0000	0.0000	0.0000	
2951	2.2222	0.0000	0.0000	2.2222	
2971	0.0000	0.0000	0.0000	0.0000	
2981	1.5152	1.5152	0.0000	0.0000	
700	0.0000	0.0000	0.0000	0.0000	
2991	3.1746	1.5873	1.5873	0.0000	
3001	0.0000	0.0000	0.0000	0.0000	
3011	2.9412	2.9412	0.0000	0.0000	
3021	1.5625	1.5625	0.0000	0.0000	
810	0.0000	0.0000	0.0000	0.0000	
3031	2.6316	2.6316	0.0000	0.0000	
3051	0.0000	0.0000	0.0000	0.0000	
3061	0.0000	0.0000	0.0000	0.0000	
3071	3.8462	1.2821	0.0000	1.2821	
820	0.0000	0.0000	0.0000	0.0000	
3081	0.0000	0.0000	0.0000	0.0000	
3131	0.0000	0.0000	0.0000	0.0000	
3141	0.0000	0.0000	0.0000	0.0000	
1660	0.0000	0.0000	0.0000	0.0000	
3181	0.0000	0.0000	0.0000	0.0000	
3201	0.0000	0.0000	0.0000	0.0000	
980	0.0000	0.0000	0.0000	0.0000	
1290	0.0000	0.0000	0.0000	0.0000	
3251	0.0000	0.0000	0.0000	0.0000	
3291	3.9216	1.9608	1.9608	0.0000	
3361	1.9231	1.9231	0.0000	0.0000	
3381	0.0000	0.0000	0.0000	0.0000	
910	0.0000	0.0000	0.0000	0.0000	
1420	2.7778	2.7778	0.0000	0.0000	
3431	0.7874	0.7874	0.0000	0.0000	
3461	0.8475	0.8475	0.0000	0.0000	
3481	2.1739	0.0000	0.0000	0.0000	
3491	0.0000	0.0000	0.0000	0.0000	
3551	0.0000	0.0000	0.0000	0.0000	
3581	2.2222	2.2222	0.0000	0.0000	
3611	1.2500	0.0000	0.0000	0.0000	
3641	2.1739	2.1739	0.0000	0.0000	
3671	0.0000	0.0000	0.0000	0.0000	
3801	0.0000	0.0000	0.0000	0.0000	
3831	2.5000	2.5000	0.0000	0.0000	
3861	4.1667	4.1667	0.0000	0.0000	
3891	0.0000	0.0000	0.0000	0.0000	
3911	3.7736	0.0000	0.0000	1.8868	
1000	0.0000	0.0000	0.0000	0.0000	
1020	0.0000	0.0000	0.0000	0.0000	
3951	0.0000	0.0000	0.0000	0.0000	
1080	7.6923	0.0000	3.8462	0.0000	
1120	5.0000	0.0000	0.0000	0.0000	
3961	0.0000	0.0000	0.0000	0.0000	
3971	1.8182	1.8182	0.0000	0.0000	
4001	1.1236	1.1236	0.0000	0.0000	
4061	0.0000	0.0000	0.0000	0.0000	
4071	3.3333	3.3333	0.0000	0.0000	
4081	0.0000	0.0000	0.0000	0.0000	
4161	1.0417	1.0417	0.0000	0.0000	
4181	1.3889	1.3889	0.0000	0.0000	
4221	3.8462	3.8462	0.0000	0.0000	
4281	3.4483	0.0000	0.0000	0.0000	
4291	4.5455	2.2727	0.0000	0.0000	
4761	0.0000	0.0000	0.0000	0.0000	
4811	0.0000	0.0000	0.0000	0.0000	
5361	2.9703	0.0000	0.9901	1.4851	
5411	0.0000	0.0000	0.0000	0.0000	
5541	0.0000	0.0000	0.0000	0.0000	
5711	2.5974	0.0000	0.0000	2.5974	
5811	2.1739	2.1739	0.0000	0.0000	
5971	0.0000	0.0000	0.0000	0.0000	
6001	0.0000	0.0000	0.0000	0.0000	
6021	1.9048	0.9524	0.0000	0.0000	
6031	1.3514	1.3514	0.0000	0.0000	
6071	2.8571	2.8571	0.0000	0.0000	
6241	1.6949	1.6949	0.0000	0.0000	
6291	1.5873	1.5873	0.0000	0.0000	
6351	0.0000	0.0000	0.0000	0.0000	
6401	4.8544	0.9709	1.9417	0.9709	
6421	0.0000	0.0000	0.0000	0.0000	
6451	0.0000	0.0000	0.0000	0.0000	
6581	1.7921	1.0753	0.0000	0.3584	
6701	1.8868	1.8868	0.0000	0.0000	
6711	2.5000	0.0000	0.0000	0.0000	
6731	2.9412	0.0000	0.0000	0.0000	
6821	1.6949	0.0000	1.6949	0.0000	
6841	0.0000	0.0000	0.0000	0.0000	
6871	2.7397	0.0000	1.3699	1.3699	
6881	0.0000	0.0000	0.0000	0.0000	
6891	3.0303	1.5152	0.0000	1.5152	
7311	1.5385	1.5385	0.0000	0.0000	
8481	0.0000	0.0000	0.0000	0.0000	
12731	0.0000	0.0000	0.0000	0.0000	
12931	1.4706	1.4706	0.0000	0.0000	
14931	0.0000	0.0000	0.0000	0.0000	
18091	0.0000	0.0000	0.0000	0.0000	
4591	1.7241	0.0000	0.0000	1.7241	
10401	0.0000	0.0000	0.0000	0.0000	
15661	1.7544	0.0000	0.0000	1.7544	
15681	1.5152	0.0000	1.5152	0.0000	
15771	3.2258	0.0000	3.2258	0.0000	
20111	1.8868	1.8868	0.0000	0.0000	
20491	0.0000	0.0000	0.0000	0.0000	
20581	0.0000	0.0000	0.0000	0.0000	
20721	0.0000	0.0000	0.0000	0.0000	
20811	0.0000	0.0000	0.0000	0.0000	
22051	5.2632	5.2632	0.0000	0.0000	
1011	0.0000	0.0000	0.0000	0.0000	
7301	1.9608	1.9608	0.0000	0.0000	
7901	2.5641	0.0000	0.0000	0.0000	
2530	0.0000	0.0000	0.0000	0.0000	
2540	0.0000	0.0000	0.0000	0.0000	
8201	0.0000	0.0000	0.0000	0.0000	
12871	1.4388	0.7194	0.7194	0.0000	
12981	0.9756	0.0000	0.4878	0.0000	
13021	4.1718	3.6810	0.0000	0.4908	
5190	0.0000	0.0000	0.0000	0.0000	
13921	1.3514	0.0000	0.0000	1.3514	
18031	0.0000	0.0000	0.0000	0.0000	
4571	0.7299	0.7299	0.0000	0.0000	
5431	10.0000	0.0000	10.0000	0.0000	
5461	0.0000	0.0000	0.0000	0.0000	
10341	4.0000	4.0000	0.0000	0.0000	
10351	0.0000	0.0000	0.0000	0.0000	
15651	1.5707	0.0000	0.0000	1.0471	
20091	4.0000	0.0000	0.0000	4.0000	
21531	2.5316	0.0000	0.0000	2.5316	
21611	0.0000	0.0000	0.0000	0.0000	
911	2.1277	2.1277	0.0000	0.0000	
931	0.0000	0.0000	0.0000	0.0000	
7261	4.5455	0.0000	4.5455	0.0000	
12801	0.0000	0.0000	0.0000	0.0000	
12821	0.0000	0.0000	0.0000	0.0000	
5060	0.0000	0.0000	0.0000	0.0000	
5080	0.0000	0.0000	0.0000	0.0000	
12841	4.3478	4.3478	0.0000	0.0000	
13851	3.4483	3.4483	0.0000	0.0000	
18001	3.1579	1.0526	1.0526	1.0526	
18101	4.4444	1.1111	1.1111	1.1111	
18301	0.0000	0.0000	0.0000	0.0000	
7180	2.4096	1.2048	1.2048	0.0000	
18461	3.4483	0.0000	2.2989	0.0000	
18481	0.0000	0.0000	0.0000	0.0000	
4491	0.0000	0.0000	0.0000	0.0000	
6541	0.0000	0.0000	0.0000	0.0000	
10251	1.1765	1.1765	0.0000	0.0000	
10291	1.3889	1.3889	0.0000	0.0000	
10331	1.2903	0.6452	0.0000	0.6452	
3910	0.0000	0.0000	0.0000	0.0000	
4010	1.4706	0.0000	0.9804	0.4902	
10661	1.1111	0.0000	0.5556	0.5556	
3920	5.5556	5.5556	0.0000	0.0000	
3930	0.0000	0.0000	0.0000	0.0000	
10691	0.0000	0.0000	0.0000	0.0000	
3940	0.0000	0.0000	0.0000	0.0000	
10741	0.0000	0.0000	0.0000	0.0000	
3950	1.7857	0.0000	1.7857	0.0000	
10881	3.2258	0.0000	3.2258	0.0000	
10961	0.0000	0.0000	0.0000	0.0000	
3980	0.0000	0.0000	0.0000	0.0000	
4000	0.0000	0.0000	0.0000	0.0000	
10991	2.4540	1.8405	0.6135	0.0000	
15581	0.0000	0.0000	0.0000	0.0000	
19991	0.0000	0.0000	0.0000	0.0000	
811	0.0000	0.0000	0.0000	0.0000	
1281	2.3256	0.0000	0.0000	2.3256	
410	0.0000	0.0000	0.0000	0.0000	
1471	0.9804	0.9804	0.0000	0.0000	
420	0.0000	0.0000	0.0000	0.0000	
2391	0.0000	0.0000	0.0000	0.0000	
8101	1.8868	1.8868	0.0000	0.0000	
2560	0.0000	0.0000	0.0000	0.0000	
7231	0.0000	0.0000	0.0000	0.0000	
7281	0.0000	0.0000	0.0000	0.0000	
7291	4.3478	4.3478	0.0000	0.0000	
7471	0.0000	0.0000	0.0000	0.0000	
7481	0.0000	0.0000	0.0000	0.0000	
7511	2.2727	2.2727	0.0000	0.0000	
7601	0.0000	0.0000	0.0000	0.0000	
2310	2.7778	0.0000	0.0000	2.7778	
2380	2.0000	2.0000	0.0000	0.0000	
2450	0.0000	0.0000	0.0000	0.0000	
7641	0.0000	0.0000	0.0000	0.0000	
7681	0.0000	0.0000	0.0000	0.0000	
2370	0.9804	0.0000	0.0000	0.9804	
2400	0.0000	0.0000	0.0000	0.0000	
7811	0.0000	0.0000	0.0000	0.0000	
7951	0.0000	0.0000	0.0000	0.0000	
2770	0.0000	0.0000	0.0000	0.0000	
2920	0.0000	0.0000	0.0000	0.0000	
8051	0.0000	0.0000	0.0000	0.0000	
12761	0.9174	0.9174	0.0000	0.0000	
12921	7.6923	0.0000	0.0000	7.6923	
5140	0.0000	0.0000	0.0000	0.0000	
5660	4.0000	0.0000	0.0000	4.0000	
12941	6.2500	0.0000	3.1250	3.1250	
5170	0.0000	0.0000	0.0000	0.0000	
13061	0.0000	0.0000	0.0000	0.0000	
13221	0.0000	0.0000	0.0000	0.0000	
13241	0.0000	0.0000	0.0000	0.0000	
13711	7.6923	0.0000	0.0000	7.6923	
13741	0.0000	0.0000	0.0000	0.0000	
13771	0.0000	0.0000	0.0000	0.0000	
13891	0.0000	0.0000	0.0000	0.0000	
13901	7.1429	0.0000	0.0000	7.1429	
13931	0.0000	0.0000	0.0000	0.0000	
13941	0.0000	0.0000	0.0000	0.0000	
13971	1.2821	0.6410	0.0000	0.6410	
14261	5.8824	5.8824	0.0000	0.0000	
14321	3.4483	3.4483	0.0000	0.0000	
14331	0.0000	0.0000	0.0000	0.0000	
14451	0.0000	0.0000	0.0000	0.0000	
14521	3.4483	3.4483	0.0000	0.0000	
14591	0.0000	0.0000	0.0000	0.0000	
14621	0.0000	0.0000	0.0000	0.0000	
15951	0.0000	0.0000	0.0000	0.0000	
6670	0.0000	0.0000	0.0000	0.0000	
6680	10.0000	0.0000	0.0000	10.0000	
6690	0.0000	0.0000	0.0000	0.0000	
16131	0.0000	0.0000	0.0000	0.0000	
16261	0.0000	0.0000	0.0000	0.0000	
17971	0.0000	0.0000	0.0000	0.0000	
18221	0.0000	0.0000	0.0000	0.0000	
4301	0.0000	0.0000	0.0000	0.0000	
4341	0.0000	0.0000	0.0000	0.0000	
10231	0.0000	0.0000	0.0000	0.0000	
15531	0.0000	0.0000	0.0000	0.0000	
19961	0.0000	0.0000	0.0000	0.0000	
20021	0.0000	0.0000	0.0000	0.0000	
20271	0.0000	0.0000	0.0000	0.0000	
731	2.7027	2.7027	0.0000	0.0000	
851	0.0000	0.0000	0.0000	0.0000	
1161	1.2821	0.6410	0.0000	0.6410	
190	0.4219	0.0000	0.0000	0.4219	
1190	1.0288	0.8230	0.0000	0.2058	
1351	1.5385	0.9231	0.6154	0.0000	
530	0.0000	0.0000	0.0000	0.0000	
1631	1.1364	1.1364	0.0000	0.0000	
550	1.2987	1.2987	0.0000	0.0000	
1711	0.0000	0.0000	0.0000	0.0000	
540	1.0638	0.0000	0.0000	1.0638	
2121	0.0000	0.0000	0.0000	0.0000	
710	0.0000	0.0000	0.0000	0.0000	
3331	0.0000	0.0000	0.0000	0.0000	
4561	0.8929	0.8929	0.0000	0.0000	
4891	0.0000	0.0000	0.0000	0.0000	
4951	0.0000	0.0000	0.0000	0.0000	
6221	1.4981	0.3745	1.1236	0.0000	
6651	0.0000	0.0000	0.0000	0.0000	
6851	1.6129	0.0000	0.0000	0.0000	
6861	0.0000	0.0000	0.0000	0.0000	
10391	1.1236	0.0000	0.0000	1.1236	
10411	0.5405	0.5405	0.0000	0.0000	
11701	0.0000	0.0000	0.0000	0.0000	
7211	0.7092	0.7092	0.0000	0.0000	
7531	0.0000	0.0000	0.0000	0.0000	
7561	0.0000	0.0000	0.0000	0.0000	
7611	0.0000	0.0000	0.0000	0.0000	
10461	0.9050	0.0000	0.0000	0.9050	
12681	0.0000	0.0000	0.0000	0.0000	
13141	0.0000	0.0000	0.0000	0.0000	
13611	0.0000	0.0000	0.0000	0.0000	
13641	4.4444	2.2222	2.2222	0.0000	
5570	0.0000	0.0000	0.0000	0.0000	
17961	3.3333	3.3333	0.0000	0.0000	
18631	5.0000	5.0000	0.0000	0.0000	
7370	0.0000	0.0000	0.0000	0.0000	
18761	5.0847	5.0847	0.0000	0.0000	
7280	1.7241	1.7241	0.0000	0.0000	
19261	11.1111	5.5556	0.0000	5.5556	
4231	1.0239	0.6826	0.0000	0.3413	
4251	3.0769	0.0000	1.5385	1.5385	
4361	0.0000	0.0000	0.0000	0.0000	
4481	1.3514	1.3514	0.0000	0.0000	
4551	0.0000	0.0000	0.0000	0.0000	
4621	0.0000	0.0000	0.0000	0.0000	
7151	0.0000	0.0000	0.0000	0.0000	
7181	0.0000	0.0000	0.0000	0.0000	
10051	0.0000	0.0000	0.0000	0.0000	
10101	0.0000	0.0000	0.0000	0.0000	
10581	0.0000	0.0000	0.0000	0.0000	
15451	0.0000	0.0000	0.0000	0.0000	
15491	7.1429	7.1429	0.0000	0.0000	
15501	0.0000	0.0000	0.0000	0.0000	
15911	0.0000	0.0000	0.0000	0.0000	
15921	0.0000	0.0000	0.0000	0.0000	
15961	0.0000	0.0000	0.0000	0.0000	
15981	2.5641	1.2821	1.2821	0.0000	
16161	4.3478	2.1739	2.1739	0.0000	
16421	0.0000	0.0000	0.0000	0.0000	
19951	0.0000	0.0000	0.0000	0.0000	
20161	0.0000	0.0000	0.0000	0.0000	
20501	0.0000	0.0000	0.0000	0.0000	
20781	2.1127	1.4085	0.0000	0.7042	
20821	3.3333	3.3333	0.0000	0.0000	
21551	0.5102	0.0000	0.5102	0.0000	
701	0.0000	0.0000	0.0000	0.0000	
721	0.0000	0.0000	0.0000	0.0000	
1641	0.0000	0.0000	0.0000	0.0000	
1741	0.0000	0.0000	0.0000	0.0000	
1821	0.0000	0.0000	0.0000	0.0000	
1901	0.0000	0.0000	0.0000	0.0000	
1921	0.0000	0.0000	0.0000	0.0000	
2151	0.0000	0.0000	0.0000	0.0000	
3931	0.0000	0.0000	0.0000	0.0000	
4511	0.0000	0.0000	0.0000	0.0000	
1620	0.0000	0.0000	0.0000	0.0000	
5731	0.0000	0.0000	0.0000	0.0000	
8461	0.0000	0.0000	0.0000	0.0000	
10821	0.0000	0.0000	0.0000	0.0000	
10891	0.0000	0.0000	0.0000	0.0000	
4270	0.0000	0.0000	0.0000	0.0000	
12321	0.0000	0.0000	0.0000	0.0000	
12541	0.0000	0.0000	0.0000	0.0000	
4930	0.0000	0.0000	0.0000	0.0000	
12551	0.0000	0.0000	0.0000	0.0000	
7201	1.6194	1.6194	0.0000	0.0000	
7241	5.2632	0.0000	5.2632	0.0000	
3650	0.0000	0.0000	0.0000	0.0000	
7541	0.0000	0.0000	0.0000	0.0000	
2410	0.0000	0.0000	0.0000	0.0000	
7621	0.0000	0.0000	0.0000	0.0000	
7841	0.0000	0.0000	0.0000	0.0000	
4050	0.0000	0.0000	0.0000	0.0000	
7851	4.0000	4.0000	0.0000	0.0000	
9801	0.0000	0.0000	0.0000	0.0000	
3480	0.0000	0.0000	0.0000	0.0000	
3660	1.4286	1.4286	0.0000	0.0000	
3960	0.0000	0.0000	0.0000	0.0000	
9961	2.6316	1.3158	0.0000	1.3158	
10111	0.0000	0.0000	0.0000	0.0000	
10121	0.0000	0.0000	0.0000	0.0000	
10131	0.0000	0.0000	0.0000	0.0000	
10321	0.8264	0.0000	0.8264	0.0000	
3790	6.2500	0.0000	0.0000	6.2500	
11041	0.0000	0.0000	0.0000	0.0000	
4040	0.0000	0.0000	0.0000	0.0000	
12671	3.3333	0.0000	3.3333	0.0000	
17921	1.1364	0.0000	0.0000	1.1364	
17931	3.3333	3.3333	0.0000	0.0000	
17981	0.0000	0.0000	0.0000	0.0000	
4191	0.0000	0.0000	0.0000	0.0000	
10021	0.0000	0.0000	0.0000	0.0000	
10271	0.0000	0.0000	0.0000	0.0000	
10421	0.0000	0.0000	0.0000	0.0000	
10791	0.0000	0.0000	0.0000	0.0000	
10921	0.0000	0.0000	0.0000	0.0000	
10941	0.0000	0.0000	0.0000	0.0000	
11151	0.0000	0.0000	0.0000	0.0000	
13681	0.0000	0.0000	0.0000	0.0000	
14101	0.0000	0.0000	0.0000	0.0000	
15441	2.2989	2.2989	0.0000	0.0000	
15511	0.0000	0.0000	0.0000	0.0000	
6420	2.3256	1.5504	0.0000	0.7752	
6440	0.0000	0.0000	0.0000	0.0000	
15541	1.6949	0.0000	0.0000	1.6949	
19911	0.0000	0.0000	0.0000	0.0000	
691	0.0000	0.0000	0.0000	0.0000	
7171	0.0000	0.0000	0.0000	0.0000	
11251	2.9851	2.9851	0.0000	0.0000	
11391	0.0000	0.0000	0.0000	0.0000	
12571	1.6260	0.8130	0.8130	0.0000	
12611	1.9802	0.9901	0.9901	0.0000	
17891	0.0000	0.0000	0.0000	0.0000	
18011	0.0000	0.0000	0.0000	0.0000	
18061	0.0000	0.0000	0.0000	0.0000	
4111	0.0000	0.0000	0.0000	0.0000	
9951	3.4483	3.4483	0.0000	0.0000	
10071	0.0000	0.0000	0.0000	0.0000	
10091	1.0000	0.0000	1.0000	0.0000	
3640	2.5974	1.2987	1.2987	0.0000	
3690	0.0000	0.0000	0.0000	0.0000	
3720	1.0870	1.0870	0.0000	0.0000	
3990	0.6944	0.6944	0.0000	0.0000	
15431	0.0000	0.0000	0.0000	0.0000	
15461	0.0000	0.0000	0.0000	0.0000	
15521	0.0000	0.0000	0.0000	0.0000	
19831	0.0000	0.0000	0.0000	0.0000	
20051	0.0000	0.0000	0.0000	0.0000	
681	3.7433	1.6043	1.6043	0.5348	
981	5.5556	5.5556	0.0000	0.0000	
1881	1.7857	0.0000	0.0000	1.7857	
440	0.0000	0.0000	0.0000	0.0000	
7131	1.9608	0.9804	0.0000	0.9804	
20431	0.7519	0.3759	0.0000	0.3759	
20441	0.7968	0.7968	0.0000	0.0000	
12491	1.2195	0.0000	0.0000	1.2195	
17881	3.1250	1.2500	0.0000	0.0000	
4101	0.7752	0.7752	0.0000	0.0000	
4131	0.0000	0.0000	0.0000	0.0000	
4311	3.1008	2.3256	0.7752	0.0000	
4351	0.0000	0.0000	0.0000	0.0000	
1350	1.1494	0.0000	0.0000	1.1494	
1390	0.0000	0.0000	0.0000	0.0000	
15371	1.6393	0.8197	0.0000	0.8197	
15641	3.0303	3.0303	0.0000	0.0000	
19801	0.0000	0.0000	0.0000	0.0000	
20041	1.6393	0.0000	0.0000	1.6393	
20071	1.3333	0.0000	0.0000	1.3333	
20101	0.0000	0.0000	0.0000	0.0000	
20641	3.4483	1.7241	1.7241	0.0000	
641	0.0000	0.0000	0.0000	0.0000	
711	0.0000	0.0000	0.0000	0.0000	
841	1.4706	1.4706	0.0000	0.0000	
891	0.6289	0.6289	0.0000	0.0000	
5031	0.0000	0.0000	0.0000	0.0000	
1400	1.1834	0.5917	0.5917	0.0000	
2090	0.0000	0.0000	0.0000	0.0000	
2200	1.5625	1.5625	0.0000	0.0000	
7091	0.0000	0.0000	0.0000	0.0000	
2120	0.0000	0.0000	0.0000	0.0000	
2210	0.0000	0.0000	0.0000	0.0000	
6530	0.0000	0.0000	0.0000	0.0000	
7271	1.6598	0.8299	0.0000	0.0000	
6991	0.9804	0.0000	0.0000	0.9804	
7011	2.3256	1.5504	0.0000	0.7752	
7341	1.0638	0.0000	0.0000	1.0638	
7881	0.0000	0.0000	0.0000	0.0000	
12471	3.6765	0.7353	0.0000	2.9412	
12721	2.8571	2.8571	0.0000	0.0000	
12811	0.0000	0.0000	0.0000	0.0000	
7200	0.0000	0.0000	0.0000	0.0000	
18551	4.5455	4.5455	0.0000	0.0000	
17741	1.3514	1.3514	0.0000	0.0000	
17801	0.0000	0.0000	0.0000	0.0000	
7230	0.0000	0.0000	0.0000	0.0000	
17901	4.0000	0.0000	0.0000	4.0000	
18321	0.0000	0.0000	0.0000	0.0000	
18361	0.0000	0.0000	0.0000	0.0000	
18651	0.0000	0.0000	0.0000	0.0000	
18741	0.0000	0.0000	0.0000	0.0000	
18781	4.7619	0.0000	0.0000	4.7619	
3981	4.1667	4.1667	0.0000	0.0000	
9831	5.1724	0.0000	1.7241	3.4483	
15271	1.6529	1.6529	0.0000	0.0000	
15291	3.0303	0.0000	0.0000	3.0303	
15611	0.0000	0.0000	0.0000	0.0000	
15631	0.0000	0.0000	0.0000	0.0000	
15691	2.5641	2.5641	0.0000	0.0000	
15821	2.4510	0.0000	0.4902	1.4706	
16011	4.3478	4.3478	0.0000	0.0000	
6800	4.7619	2.3810	2.3810	0.0000	
16731	0.0000	0.0000	0.0000	0.0000	
17731	0.0000	0.0000	0.0000	0.0000	
19671	0.0000	0.0000	0.0000	0.0000	
19681	0.0000	0.0000	0.0000	0.0000	
19711	0.0000	0.0000	0.0000	0.0000	
7440	11.1111	0.0000	0.0000	11.1111	
7590	0.0000	0.0000	0.0000	0.0000	
19741	3.0303	0.0000	3.0303	0.0000	
7600	9.0909	9.0909	0.0000	0.0000	
7670	0.0000	0.0000	0.0000	0.0000	
19761	0.0000	0.0000	0.0000	0.0000	
19781	1.8519	0.0000	1.8519	0.0000	
19791	1.5385	0.0000	1.5385	0.0000	
7470	6.1224	1.0204	0.0000	5.1020	
7490	0.0000	0.0000	0.0000	0.0000	
611	5.1282	0.0000	0.0000	2.5641	
651	0.0000	0.0000	0.0000	0.0000	
110	5.2632	5.2632	0.0000	0.0000	
500	4.7619	0.0000	0.0000	4.7619	
741	0.0000	0.0000	0.0000	0.0000	
100	0.0000	0.0000	0.0000	0.0000	
1781	0.0000	0.0000	0.0000	0.0000	
490	1.4493	0.0000	0.0000	0.0000	
6921	0.0000	0.0000	0.0000	0.0000	
7041	0.0000	0.0000	0.0000	0.0000	
7051	2.2222	0.0000	2.2222	0.0000	
12451	1.8519	0.9259	0.9259	0.0000	
12631	0.0000	0.0000	0.0000	0.0000	
17651	0.0000	0.0000	0.0000	0.0000	
17701	2.2222	0.0000	0.0000	0.0000	
17721	0.0000	0.0000	0.0000	0.0000	
17821	0.0000	0.0000	0.0000	0.0000	
7130	0.0000	0.0000	0.0000	0.0000	
7250	0.0000	0.0000	0.0000	0.0000	
17831	0.0000	0.0000	0.0000	0.0000	
7080	0.0000	0.0000	0.0000	0.0000	
18051	0.0000	0.0000	0.0000	0.0000	
7120	0.0000	0.0000	0.0000	0.0000	
18371	1.9048	1.9048	0.0000	0.0000	
7210	0.0000	0.0000	0.0000	0.0000	
18431	1.7241	1.7241	0.0000	0.0000	
7220	0.0000	0.0000	0.0000	0.0000	
7240	0.0000	0.0000	0.0000	0.0000	
7260	0.0000	0.0000	0.0000	0.0000	
18831	0.0000	0.0000	0.0000	0.0000	
3941	0.0000	0.0000	0.0000	0.0000	
5051	0.0000	0.0000	0.0000	0.0000	
9811	0.0000	0.0000	0.0000	0.0000	
12951	11.1111	0.0000	11.1111	0.0000	
13251	0.0000	0.0000	0.0000	0.0000	
13271	3.8835	1.9417	1.9417	0.0000	
14071	3.4483	0.0000	0.0000	3.4483	
15261	0.0000	0.0000	0.0000	0.0000	
15401	2.2556	1.5038	0.7519	0.0000	
15251	0.0000	0.0000	0.0000	0.0000	
19621	0.0000	0.0000	0.0000	0.0000	
19841	0.0000	0.0000	0.0000	0.0000	
601	2.2727	0.0000	2.2727	0.0000	
951	2.1978	2.1978	0.0000	0.0000	
1541	0.0000	0.0000	0.0000	0.0000	
1551	0.0000	0.0000	0.0000	0.0000	
2451	0.0000	0.0000	0.0000	0.0000	
6901	1.7668	0.3534	1.0601	0.0000	
6931	0.0000	0.0000	0.0000	0.0000	
7021	0.5747	0.0000	0.0000	0.5747	
7701	1.0526	1.0526	0.0000	0.0000	
7771	3.3333	1.6667	0.0000	1.6667	
12361	1.4706	1.4706	0.0000	0.0000	
17621	0.9009	0.9009	0.0000	0.0000	
17661	1.0204	0.0000	1.0204	0.0000	
17671	0.0000	0.0000	0.0000	0.0000	
17771	0.0000	0.0000	0.0000	0.0000	
7290	0.0000	0.0000	0.0000	0.0000	
18991	0.6410	0.6410	0.0000	0.0000	
19021	0.0000	0.0000	0.0000	0.0000	
7330	0.0000	0.0000	0.0000	0.0000	
19041	0.0000	0.0000	0.0000	0.0000	
3701	0.9009	0.9009	0.0000	0.0000	
4031	1.1236	0.0000	0.0000	1.1236	
12201	0.0000	0.0000	0.0000	0.0000	
12501	0.0000	0.0000	0.0000	0.0000	
12511	4.0000	4.0000	0.0000	0.0000	
4860	2.8571	0.0000	0.0000	2.8571	
5160	0.0000	0.0000	0.0000	0.0000	
12621	0.0000	0.0000	0.0000	0.0000	
