,ID,COM,COMO,CON,CURSO,DEL,EST,GRACIA,GREI,MUCHA,PARA,PERO,POR,QUE,REPUT,STAT,THANK_x,THAT_x,THE_x,TODO,YOU,ACCEPT,ANONYM,CHALLENG,CODE,CONSIDER,DATE,DISAGRE,DISAPPOINT,EXERCIS,EXPRESS,FRUSTRAT,GET,HATE,LESS,NECESSARILI,NOT_x,PERHAP,SIMPLI,TURN,WHITE,AGRE,AMAZ,CAN_x,CATHI,GREAT,HREF_x,HTTP_x,MUCH,NAME,NOT_y,ORG_x,PAGE,POMERANTZ,PROBLEM_x,QUESTION_x,TARGET_x,THANK_y,THE_y,TITL,WHICH,001,APOLOG,APPAR,BEEN,CAUS,CREDIT,ENCOUNT,FIX,HOMEWORK_x,INSTEAD,ISSU_x,NOW,PLAYER,REMOV,RESOLV,SCORE,SINCER,SORRI,SUBMIT,UPDAT,ADDIT,BROWSER,CHROME,DETAIL,ERROR,FACTUAL,FIREFOX,HOMEWORK_y,ISSU_y,MESSAG,MISTAK,OMIT,PROBLEM_y,QUESTION_y,QUIZ,STRONG,SUBMISS,TYPE,TYPO,WINDOW,CONTENT,DEFIN,DEPEND,DESCRIB,ELEMENT,EXAMPL,FORMAT,HREF_y,HTTP_y,MEAN,META,NOT,OBJECT,ORG_y,SCHEME,TAG,TARGET_y,THANK,THAT_y,VOCABULARI,ANI,ANYBODI,ANYON,CAN_y,DOE,EMAIL,HOW,KNOW,NOTE,ONTOLOG,QUESTION,RECIP,REGARD,TAKE,THOUGHT,WHAT,WHERE,WHY,WONDER,WOULD,ASSENT,ANXIETY,EMOTICONS,POSITIVE EMOTION,AFFECTIVE PROCESSES,ANGER,NEGATIVE EMOTION,SADNESS,INSTRUCTOR,INSIGHT,INCLUSION,CAUSATION,INHIBITION,DISCREPANCY,TENTATIVENESS,COGNITIVE PROCESSES,EXCLUSION,CERTAINTY,FIRST,PREV,AVG,MIN,MAX,STDEV,RELIGION,LEISURE,ACHIEVEMENT,HOME,WORK,MONEY,DEATH,DAYS,HOURS,MINUTES,TOTAL PRON,AUXILIARY VERBS,1ST SINGULAR,3RD PLURAL,UNIQUE,NUMBERS,PREPOSITIONS,TOTAL 2ND,CONJUNCTIONS,ARTICLES,SWEAR WORDS,ABBREVIATIONS,1ST PLURAL,FUNCTION WORDS,3RD SINGULAR,SIXLTR,FUTURE TENSE,PERSONAL PRON,QUANTIFIERS,WPS,PRESENT TENSE,NEGATIONS,IMPERSONAL PRON,ADVERBS,PAST TENSE,COMMON VERBS,LINKS,ABSOLUTE_MOD,RELATIVE_MOD,PERCEPTUAL PROCESSES,SEEING,HEARING,FEELING,ABSOLUTE_POSIT,RELATIVE_POSIT,POST,QMARKS,PERIOD,APOSTRO,COLON,QUOTE,QMARK,SEMIC,COMMA,EXCLAM,PARENTH,ALLPCT,DASH,OTHERP,ABSOLUTE_POS,RELATIVE_POS,ABSOLUTE_NEG,RELATIVE_NEG,FAMILY,SOCIAL PROCESSES,FRIENDS,HUMANS,DIC,FILLERS,VOTES
1823,12921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6923,7.6923,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155,0.3155,0.3155,0.3155,0.3155,0.0,0.0,0.0,7.6923,0.0,15.3846,0.0,0.0,6.0,136.0,8123.0,23.0769,0.0,0.0,0.0,100.0,0.0,15.3846,15.3846,0.0,0.0,0.0,0.0,0.0,38.4615,0.0,7.6923,0.0,15.3846,0.0,13.0,7.6923,0.0,7.6923,0.0,0.0,7.6923,0,0.0,0.0,7.6923,0.0,0.0,7.6923,2.0,0.0667,1,0.0,7.6923,7.6923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3846,0.0,0.0,2.0,0.1538,2.0,0.1538,0.0,15.3846,0.0,0.0,76.9231,0.0,2
1824,11471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.3529,2.3529,0.0,0.0,0.0,1,0.5882,2.9412,4.7059,1.7647,2.3529,1.7647,17.6471,2.3529,1.1765,0.1727,0.3794,0.2865,0.065,0.4143,0.116,0.0,0.5882,3.5294,0.0,5.2941,1.1765,0.0,1.0,24.0,1405.0,8.8235,7.0588,0.0,0.0,54.1176,0.5882,11.1765,0.5882,4.1176,12.9412,0.0,0.0,1.7647,47.0588,0.0,22.9412,2.9412,2.3529,3.5294,24.2857,5.8824,0.0,6.4706,1.7647,0.5882,10.0,2,5.0,0.0246,0.5882,0.5882,0.0,0.0,17.0,0.3864,1,14.2857,4.1176,1.7647,0.5882,4.7059,0.5882,0.0,3.5294,0.0,2.9412,24.7059,0.5882,5.8824,1.0,0.0049,1.0,0.0049,0.0,5.2941,0.0,0.0,65.2941,0.0,3
1825,10021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,5942.0,0.0,3.5714,0.0,0.0,100.0,0.0,3.5714,0.0,3.5714,0.0,0.0,0.0,0.0,10.7143,0.0,21.4286,0.0,0.0,0.0,9.3333,3.5714,3.5714,0.0,0.0,0.0,3.5714,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111,1,66.6667,3.5714,0.0,0.0,0.0,10.7143,0.0,3.5714,0.0,0.0,25.0,0.0,7.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857,0.0,0
1826,8571,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0,4.0,2.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.121,0.121,0.121,0.121,0.121,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,6.0,304.0,8.0,0.0,4.0,0.0,86.0,0.0,16.0,0.0,4.0,8.0,0.0,0.0,2.0,38.0,0.0,22.0,0.0,6.0,0.0,16.6667,2.0,0.0,2.0,2.0,2.0,4.0,1,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0909,1,0.0,4.0,6.0,4.0,0.0,0.0,0.0,8.0,6.0,2.0,52.0,0.0,22.0,4.0,0.0645,4.0,0.0645,0.0,8.0,2.0,0.0,72.0,0.0,2
1827,5240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9608,3.9216,0.9804,1.9608,0.0,0,5.8824,4.902,2.9412,0.0,0.9804,0.9804,17.6471,0.9804,0.9804,0.1638,0.0896,0.1016,0.0217,0.1823,0.0585,0.0,0.0,3.9216,1.9608,1.9608,0.9804,0.0,5.0,120.0,7168.0,18.6275,5.8824,9.8039,0.9804,67.6471,0.9804,13.7255,0.0,9.8039,4.902,0.0,0.0,0.9804,56.8627,0.0,10.7843,0.9804,11.7647,2.9412,34.0,8.8235,0.0,6.8627,4.902,5.8824,17.6471,0,1.0,0.0089,1.9608,0.0,0.0,1.9608,11.0,0.3438,0,0.0,2.9412,2.9412,0.0,0.0,0.0,0.0,3.9216,0.0,0.0,12.7451,0.9804,1.9608,13.0,0.0285,13.0,0.0285,0.0,1.9608,0.0,0.0,88.2353,0.0,0
1828,7121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.1111,0.0,11.1111,11.1111,0,0.0,0.0,0.0,0.0,11.1111,0.0,11.1111,0.0,0.0,0.0601,0.0094,0.0275,0.0094,0.0601,0.0282,0.0,0.0,0.0,0.0,11.1111,0.0,0.0,3.0,56.0,3330.0,33.3333,22.2222,11.1111,0.0,100.0,0.0,0.0,11.1111,0.0,0.0,0.0,0.0,0.0,66.6667,0.0,11.1111,11.1111,22.2222,0.0,9.0,0.0,0.0,11.1111,11.1111,11.1111,33.3333,0,1.0,0.1,0.0,0.0,0.0,0.0,4.0,0.2222,1,100.0,0.0,0.0,0.0,0.0,11.1111,0.0,11.1111,0.0,0.0,33.3333,0.0,11.1111,0.0,0.0,0.0,0.0,0.0,22.2222,0.0,0.0,88.8889,0.0,0
1829,5671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2987,0.0,0.0,5.1948,5.1948,0.0,0.0,0.0,0,6.4935,1.2987,1.2987,0.0,1.2987,0.0,16.8831,2.5974,2.5974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1948,0.0,9.0909,0.0,0.0,6.0,132.0,7918.0,11.6883,12.987,9.0909,0.0,80.5195,1.2987,16.8831,0.0,3.8961,2.5974,0.0,0.0,0.0,59.7403,0.0,20.7792,0.0,9.0909,2.5974,11.0,11.6883,0.0,2.5974,10.3896,1.2987,14.2857,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,7.7922,0.0,0.0,0.0,0.0,0.0,3.8961,5.1948,0.0,18.1818,0.0,1.2987,3.0,0.0345,3.0,0.0345,0.0,1.2987,0.0,0.0,87.013,0.0,0
1830,4221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9231,0.0,0.0,1.9231,1.9231,0.0,0.0,0.0,0,3.8462,7.6923,0.0,0.0,0.0,3.8462,15.3846,0.0,0.0,0.0121,0.0556,0.0532,0.0,0.2025,0.0409,0.0,1.9231,0.0,0.0,3.8462,0.0,0.0,8.0,171.0,10212.0,15.3846,3.8462,15.3846,0.0,71.1538,1.9231,15.3846,0.0,9.6154,7.6923,0.0,0.0,0.0,53.8462,0.0,23.0769,3.8462,15.3846,0.0,26.0,0.0,0.0,0.0,5.7692,0.0,3.8462,0,2.0,0.0364,3.8462,3.8462,0.0,0.0,121.0,0.8067,1,0.0,3.8462,3.8462,0.0,0.0,0.0,0.0,3.8462,0.0,0.0,13.4615,0.0,1.9231,1.0,0.0182,1.0,0.0182,0.0,0.0,0.0,0.0,76.9231,0.0,0
1831,2771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.963,3.3333,0.0,0.3704,0.0,0,2.5926,4.4444,4.0741,0.0,2.2222,4.0741,22.5926,6.2963,1.4815,0.1809,0.3226,0.3141,0.1809,0.507,0.141,0.3704,0.3704,1.1111,1.4815,1.1111,1.8519,0.0,8.0,189.0,11317.0,6.6667,9.2593,1.1111,1.1111,50.3704,0.0,14.4444,0.0,8.5185,10.0,0.0,0.0,0.0,55.1852,0.0,21.1111,1.1111,2.2222,3.3333,33.75,7.037,1.1111,4.4444,3.7037,0.7407,11.4815,0,7.0,0.0222,0.3704,0.0,0.3704,0.0,5.0,1.0,1,0.0,4.0741,1.1111,0.0,6.6667,0.0,0.0,1.4815,0.0,1.1111,18.8889,2.5926,1.8519,8.0,0.0254,8.0,0.0254,0.0,2.5926,0.0,0.0,74.4444,0.0,1
1832,7000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3846,15.3846,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485,0.0,0.0486,0.0,0.1843,0.061,0.0,0.0,7.6923,0.0,0.0,0.0,0.0,4.0,96.0,5752.0,23.0769,15.3846,7.6923,0.0,100.0,0.0,7.6923,7.6923,0.0,7.6923,0.0,0.0,0.0,53.8462,0.0,0.0,0.0,15.3846,0.0,4.3333,15.3846,0.0,7.6923,0.0,7.6923,23.0769,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.5,0,0.0,23.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0769,0.0,0.0,5.0,0.0833,5.0,0.0833,0.0,7.6923,0.0,0.0,84.6154,0.0,0
1833,1321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037,3.7037,0.0,0.0,0.0,1,0.0,11.1111,3.7037,0.0,3.7037,11.1111,29.6296,3.7037,0.0,0.0665,0.0242,0.0241,0.0017,0.069,0.0188,0.0,0.0,0.0,3.7037,3.7037,0.0,0.0,9.0,213.0,12766.0,11.1111,3.7037,3.7037,0.0,85.1852,0.0,11.1111,0.0,3.7037,11.1111,0.0,0.0,0.0,59.2593,0.0,18.5185,3.7037,3.7037,7.4074,13.5,0.0,0.0,7.4074,14.8148,3.7037,7.4074,1,1.0,0.0323,0.0,0.0,0.0,0.0,21.0,0.5526,1,0.0,7.4074,3.7037,0.0,0.0,0.0,0.0,11.1111,0.0,0.0,22.2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7037,0.0,0.0,81.4815,0.0,17
1834,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8824,0.0,0.0,0.0,0.0,0.0,5.8824,0.0,0.0,0.1446,0.3661,0.0986,0.0019,0.3661,0.1416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,211.0,12649.0,29.4118,0.0,29.4118,0.0,88.2353,0.0,17.6471,0.0,5.8824,0.0,0.0,0.0,0.0,52.9412,0.0,41.1765,0.0,29.4118,5.8824,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.5833,0,0.0,11.7647,5.8824,0.0,0.0,0.0,0.0,5.8824,0.0,0.0,23.5294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8824,0.0,0.0,70.5882,0.0,0
