ID	INSIGHT	INCLUSION	CAUSATION	INHIBITION	DISCREPANCY	TENTATIVENESS	COGNITIVE PROCESSES	EXCLUSION	CERTAINTY	
4001	1.1236	4.4944	1.1236	0.0000	0.0000	1.1236	11.2360	1.1236	0.0000	
4061	3.7037	7.4074	3.7037	0.0000	0.0000	1.8519	16.6667	0.0000	0.0000	
4071	3.3333	0.0000	0.0000	0.0000	0.0000	0.0000	3.3333	0.0000	0.0000	
4081	8.0000	4.0000	4.0000	0.0000	0.0000	0.0000	16.0000	0.0000	0.0000	
4161	3.1250	3.1250	0.0000	1.0417	2.0833	5.2083	15.6250	3.1250	2.0833	
4181	4.1667	9.7222	2.7778	1.3889	0.0000	0.0000	20.8333	0.0000	2.7778	
4221	3.8462	7.6923	0.0000	0.0000	0.0000	3.8462	15.3846	0.0000	0.0000	
4281	6.8966	3.4483	0.0000	0.0000	3.4483	0.0000	17.2414	3.4483	0.0000	
4291	2.2727	4.5455	2.2727	0.0000	0.0000	0.0000	6.8182	0.0000	0.0000	
4761	4.3478	2.8986	1.4493	1.4493	0.0000	0.0000	14.4928	0.0000	0.0000	
4811	2.6316	5.2632	0.0000	0.0000	2.6316	2.6316	15.7895	2.6316	2.6316	
5361	2.9703	2.9703	1.4851	0.0000	0.9901	2.9703	14.3564	1.4851	0.4950	
5411	1.7241	5.1724	0.0000	1.7241	0.0000	1.7241	12.0690	1.7241	0.0000	
5541	5.6604	5.6604	1.8868	0.0000	0.0000	1.8868	15.0943	0.0000	0.0000	
5711	2.5974	5.1948	2.5974	3.8961	0.0000	0.0000	15.5844	0.0000	1.2987	
5811	4.3478	6.5217	4.3478	0.0000	0.0000	4.3478	21.7391	2.1739	0.0000	
5971	5.5556	7.7778	4.4444	1.1111	1.1111	2.2222	25.5556	0.0000	2.2222	
6001	5.1282	7.6923	5.1282	0.0000	2.5641	2.5641	25.6410	0.0000	0.0000	
6021	1.9048	4.7619	1.9048	0.0000	0.9524	0.9524	18.0952	4.7619	2.8571	
6031	2.7027	5.4054	1.3514	0.0000	1.3514	0.0000	13.5135	0.0000	0.0000	
6071	2.8571	2.8571	0.0000	0.0000	0.0000	0.0000	8.5714	0.0000	0.0000	
6241	5.0847	3.3898	1.6949	0.0000	1.6949	1.6949	20.3390	6.7797	1.6949	
6291	0.0000	6.3492	1.5873	0.0000	0.0000	0.0000	12.6984	3.1746	0.0000	
6351	1.6949	1.6949	0.0000	0.0000	0.0000	0.0000	6.7797	1.6949	0.0000	
6401	3.8835	4.8544	1.9417	0.0000	0.9709	0.0000	12.6214	0.9709	0.0000	
6421	0.0000	4.4444	0.0000	0.0000	0.0000	2.2222	11.1111	4.4444	0.0000	
6451	1.5152	1.5152	1.5152	1.5152	0.0000	0.0000	10.6061	1.5152	3.0303	
6581	0.7168	7.8853	2.1505	0.0000	1.0753	0.7168	14.3369	1.4337	0.7168	
6701	5.6604	5.6604	0.0000	1.8868	1.8868	3.7736	20.7547	0.0000	0.0000	
6711	2.5000	5.0000	5.0000	0.0000	0.0000	0.0000	17.5000	0.0000	2.5000	
6731	2.9412	8.8235	0.0000	0.0000	0.0000	0.0000	14.7059	0.0000	0.0000	
6821	1.6949	3.3898	1.6949	0.0000	3.3898	1.6949	13.5593	0.0000	1.6949	
6841	4.5455	4.5455	2.2727	0.0000	1.1364	1.1364	17.0455	0.0000	1.1364	
6871	2.7397	6.8493	5.4795	0.0000	1.3699	2.7397	19.1781	1.3699	1.3699	
6881	2.4390	6.5041	0.8130	0.8130	1.6260	2.4390	17.8862	2.4390	0.0000	
6891	4.5455	4.5455	1.5152	0.0000	1.5152	1.5152	13.6364	0.0000	1.5152	
7311	3.0769	3.0769	1.5385	0.0000	6.1538	6.1538	27.6923	3.0769	6.1538	
8481	7.1429	0.0000	0.0000	0.0000	0.0000	7.1429	14.2857	0.0000	0.0000	
12731	12.5000	6.2500	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	6.2500	
12931	5.8824	2.9412	7.3529	0.0000	4.4118	4.4118	25.0000	2.9412	0.0000	
14931	7.1429	4.7619	2.3810	1.1905	3.5714	1.1905	20.2381	1.1905	1.1905	
18091	0.0000	0.0000	0.0000	0.0000	0.0000	14.2857	14.2857	0.0000	0.0000	
4591	3.4483	1.7241	0.0000	0.0000	3.4483	1.7241	12.0690	1.7241	0.0000	
10401	8.3333	2.7778	2.7778	0.0000	2.7778	2.7778	22.2222	2.7778	0.0000	
15661	6.1404	1.7544	1.7544	0.0000	4.3860	4.3860	21.0526	4.3860	0.8772	
15681	4.5455	4.5455	4.5455	0.0000	4.5455	6.0606	24.2424	6.0606	1.5152	
15771	1.6129	1.6129	6.4516	0.0000	0.0000	6.4516	16.1290	1.6129	0.0000	
20111	7.5472	5.6604	5.6604	0.0000	1.8868	1.8868	26.4151	1.8868	1.8868	
20491	4.7619	0.0000	9.5238	0.0000	4.7619	4.7619	23.8095	4.7619	4.7619	
20581	5.1282	2.5641	5.1282	0.0000	2.5641	10.2564	33.3333	7.6923	7.6923	
20721	4.4444	6.6667	2.2222	0.0000	0.0000	0.0000	15.5556	2.2222	0.0000	
20811	8.5938	1.5625	5.4688	0.7812	3.9062	7.8125	30.4688	5.4688	1.5625	
22051	0.0000	2.1053	2.1053	0.0000	1.0526	1.0526	7.3684	1.0526	1.0526	
1011	4.0000	5.3333	2.6667	0.0000	4.0000	1.3333	18.6667	0.0000	0.0000	
7301	1.9608	1.9608	0.0000	0.0000	7.8431	1.9608	17.6471	3.9216	1.9608	
7901	2.5641	2.5641	2.5641	0.0000	2.5641	0.0000	15.3846	0.0000	0.0000	
2530	5.5556	5.5556	2.7778	0.0000	2.7778	0.0000	22.2222	5.5556	2.7778	
2540	0.0000	3.8462	3.8462	0.0000	0.0000	0.0000	19.2308	7.6923	3.8462	
8201	9.0909	9.0909	0.0000	0.0000	0.0000	18.1818	27.2727	0.0000	0.0000	
12871	6.4748	4.3165	6.4748	0.0000	2.1583	8.6331	33.0935	5.7554	2.1583	
12981	2.4390	3.4146	2.4390	0.4878	0.4878	2.4390	13.6585	1.9512	0.0000	
13021	3.8037	0.7362	1.4724	0.0000	0.7362	2.5767	10.9202	2.0859	0.6135	
5190	2.2989	5.7471	6.8966	0.0000	0.0000	5.7471	21.8391	3.4483	0.0000	
13921	4.0541	5.4054	6.7568	0.0000	0.0000	1.3514	21.6216	4.0541	0.0000	
18031	11.1111	2.7778	5.5556	0.0000	2.7778	8.3333	25.0000	5.5556	0.0000	
4571	4.3796	2.9197	2.1898	0.0000	0.0000	0.7299	11.6788	0.7299	0.7299	
5431	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5461	5.3571	0.0000	1.7857	0.0000	1.7857	3.5714	17.8571	3.5714	1.7857	
10341	8.0000	0.0000	4.0000	0.0000	4.0000	8.0000	16.0000	4.0000	0.0000	
10351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15651	2.6178	6.8063	0.5236	0.0000	2.6178	3.6649	20.4188	3.6649	0.5236	
20091	8.0000	4.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	0.0000	
21531	3.7975	6.3291	0.0000	0.0000	0.0000	1.2658	12.6582	0.0000	0.0000	
21611	7.6923	0.0000	11.5385	0.0000	0.0000	3.8462	19.2308	0.0000	0.0000	
911	0.0000	2.1277	0.0000	0.0000	0.0000	0.0000	2.1277	0.0000	0.0000	
931	0.0000	5.2632	5.2632	0.0000	0.0000	0.0000	10.5263	0.0000	0.0000	
7261	4.5455	0.0000	0.0000	0.0000	0.0000	0.0000	13.6364	9.0909	0.0000	
12801	9.6386	7.2289	0.0000	0.0000	4.8193	4.8193	25.3012	2.4096	0.0000	
12821	7.8431	0.0000	1.9608	0.0000	11.7647	9.8039	27.4510	11.7647	1.9608	
5060	12.5000	5.0000	2.5000	0.0000	10.0000	2.5000	37.5000	5.0000	0.0000	
5080	9.6774	0.0000	3.2258	0.0000	0.0000	16.1290	25.8065	6.4516	0.0000	
12841	17.3913	4.3478	0.0000	0.0000	4.3478	6.5217	26.0870	0.0000	0.0000	
13851	13.7931	3.4483	0.0000	0.0000	3.4483	3.4483	20.6897	3.4483	0.0000	
18001	2.1053	4.2105	7.3684	0.0000	1.0526	4.2105	26.3158	6.3158	3.1579	
18101	3.3333	4.4444	2.2222	0.0000	2.2222	3.3333	15.5556	3.3333	1.1111	
18301	1.8868	1.8868	1.8868	0.0000	0.0000	7.5472	20.7547	5.6604	1.8868	
7180	0.0000	2.4096	2.4096	0.0000	1.2048	6.0241	12.0482	1.2048	1.2048	
18461	2.2989	5.7471	5.7471	0.0000	1.1494	2.2989	17.2414	1.1494	1.1494	
18481	5.2632	0.0000	7.8947	2.6316	5.2632	5.2632	23.6842	0.0000	2.6316	
4491	2.1053	3.1579	0.0000	2.1053	1.0526	1.0526	11.5789	1.0526	1.0526	
6541	1.5385	4.6154	3.0769	0.0000	0.0000	1.5385	13.8462	3.0769	0.0000	
10251	8.2353	7.6471	1.7647	0.5882	0.0000	1.1765	20.5882	1.1765	0.0000	
10291	2.7778	6.9444	0.0000	0.0000	1.3889	0.0000	16.6667	2.7778	1.3889	
10331	7.0968	3.8710	1.9355	0.0000	0.6452	7.0968	23.2258	4.5161	1.2903	
3910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4010	1.9608	3.9216	1.9608	0.0000	1.4706	2.4510	13.7255	2.9412	0.4902	
10661	7.7778	2.2222	2.7778	0.5556	0.5556	2.2222	18.3333	1.6667	0.5556	
3920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.5556	5.5556	0.0000	
3930	2.8302	6.6038	0.9434	0.0000	4.7170	4.7170	24.5283	3.7736	2.8302	
10691	2.9851	2.9851	0.0000	0.0000	2.9851	2.9851	16.4179	4.4776	0.0000	
3940	3.2258	6.4516	0.0000	0.0000	0.0000	0.0000	16.1290	3.2258	3.2258	
10741	10.9312	2.0243	3.6437	0.0000	0.8097	4.8583	25.5061	4.0486	2.4291	
3950	5.3571	3.5714	0.0000	0.0000	3.5714	1.7857	16.0714	1.7857	1.7857	
10881	9.6774	0.0000	0.0000	0.0000	1.6129	9.6774	19.3548	1.6129	1.6129	
10961	12.2137	7.6336	0.7634	1.5267	0.7634	6.8702	30.5344	1.5267	3.0534	
3980	16.6667	9.5238	2.3810	0.0000	0.0000	9.5238	33.3333	0.0000	2.3810	
4000	8.0645	4.8387	6.4516	0.0000	1.6129	1.6129	24.1935	3.2258	0.0000	
10991	7.9755	4.9080	3.0675	0.0000	1.8405	4.9080	24.5399	1.8405	0.6135	
15581	9.8361	3.2787	1.6393	0.0000	3.2787	6.5574	27.8689	3.2787	0.0000	
19991	14.2857	4.7619	0.0000	0.0000	0.0000	9.5238	28.5714	0.0000	0.0000	
811	3.8462	3.8462	0.0000	0.0000	0.0000	7.6923	15.3846	0.0000	0.0000	
1281	6.9767	2.3256	2.3256	0.0000	2.3256	2.3256	16.2791	2.3256	0.0000	
410	2.0833	0.0000	0.0000	0.0000	0.0000	2.0833	6.2500	2.0833	0.0000	
1471	2.9412	4.9020	4.9020	0.0000	0.0000	1.9608	13.7255	0.9804	0.0000	
420	0.0000	25.0000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	
2391	3.8462	3.8462	0.0000	0.0000	3.8462	3.8462	23.0769	7.6923	3.8462	
8101	0.0000	1.8868	1.8868	0.0000	0.0000	0.0000	11.3208	5.6604	1.8868	
2560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7231	1.3158	3.9474	6.5789	0.0000	1.3158	2.6316	21.0526	1.3158	0.0000	
7281	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.1818	9.0909	0.0000	
7291	8.6957	0.0000	4.3478	4.3478	0.0000	0.0000	26.0870	8.6957	0.0000	
7471	5.0000	0.0000	0.0000	0.0000	5.0000	5.0000	20.0000	5.0000	5.0000	
7481	0.0000	5.2632	5.2632	0.0000	0.0000	10.5263	26.3158	5.2632	0.0000	
7511	9.0909	2.2727	2.2727	0.0000	4.5455	2.2727	22.7273	2.2727	4.5455	
7601	6.4516	1.6129	1.6129	0.0000	0.0000	1.6129	14.5161	0.0000	1.6129	
2310	8.3333	0.0000	2.7778	0.0000	1.3889	2.7778	22.2222	2.7778	1.3889	
2380	6.0000	4.0000	0.0000	0.0000	2.0000	6.0000	18.0000	6.0000	0.0000	
2450	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	11.1111	0.0000	0.0000	
7641	0.0000	13.3333	6.6667	0.0000	0.0000	0.0000	20.0000	0.0000	0.0000	
7681	2.8571	1.4286	5.0000	0.0000	1.4286	2.8571	20.0000	6.4286	0.7143	
2370	3.9216	2.9412	3.9216	0.9804	3.9216	2.9412	25.4902	5.8824	1.9608	
2400	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7811	0.0000	0.0000	0.0000	0.0000	9.0909	0.0000	27.2727	0.0000	0.0000	
7951	11.1111	0.0000	0.0000	0.0000	1.8519	7.4074	24.0741	3.7037	1.8519	
2770	9.2308	9.2308	0.0000	0.0000	6.1538	6.1538	26.1538	4.6154	0.0000	
2920	4.0816	0.0000	4.0816	0.0000	2.0408	4.0816	20.4082	6.1224	2.0408	
8051	14.2857	0.0000	0.0000	0.0000	0.0000	7.1429	21.4286	0.0000	0.0000	
12761	2.7523	2.7523	0.0000	0.0000	2.7523	1.8349	12.8440	2.7523	2.7523	
12921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5140	0.0000	10.0000	0.0000	0.0000	10.0000	10.0000	20.0000	0.0000	0.0000	
5660	4.0000	4.0000	0.0000	0.0000	0.0000	0.0000	12.0000	0.0000	4.0000	
12941	3.1250	6.2500	0.0000	0.0000	0.0000	0.0000	15.6250	3.1250	3.1250	
5170	0.0000	10.0000	0.0000	0.0000	10.0000	10.0000	20.0000	0.0000	0.0000	
13061	0.0000	5.5556	0.0000	0.0000	0.0000	0.0000	5.5556	0.0000	0.0000	
13221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	10.0000	
13241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.6923	0.0000	7.6923	
13741	0.0000	6.6667	0.0000	0.0000	0.0000	0.0000	6.6667	0.0000	0.0000	
13771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
13891	3.1250	3.1250	0.0000	0.0000	0.0000	3.1250	12.5000	1.5625	3.1250	
13901	7.1429	0.0000	0.0000	7.1429	0.0000	0.0000	14.2857	0.0000	0.0000	
13931	0.0000	0.0000	0.0000	0.0000	0.0000	5.8824	5.8824	0.0000	0.0000	
13941	0.0000	0.0000	0.0000	8.3333	0.0000	0.0000	16.6667	0.0000	8.3333	
13971	2.5641	1.9231	2.5641	0.0000	0.6410	3.8462	15.3846	2.5641	1.2821	
14261	0.0000	0.0000	0.0000	0.0000	5.8824	0.0000	5.8824	0.0000	0.0000	
14321	3.4483	0.0000	3.4483	0.0000	0.0000	0.0000	13.7931	6.8966	0.0000	
14331	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
14451	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.8824	5.8824	0.0000	
14521	0.0000	0.0000	0.0000	0.0000	0.0000	3.4483	6.8966	3.4483	0.0000	
14591	7.6923	0.0000	0.0000	0.0000	0.0000	0.0000	15.3846	0.0000	7.6923	
14621	0.0000	9.0909	0.0000	9.0909	0.0000	0.0000	27.2727	9.0909	0.0000	
15951	0.0000	0.0000	3.2258	0.0000	0.0000	0.0000	6.4516	3.2258	0.0000	
6670	0.0000	8.8235	0.0000	0.0000	0.0000	5.8824	14.7059	0.0000	0.0000	
6680	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.0000	0.0000	0.0000	
6690	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.3478	4.3478	0.0000	
16131	3.9216	0.0000	0.0000	0.0000	1.9608	3.9216	25.4902	5.8824	5.8824	
16261	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
17971	9.0909	5.4545	0.0000	0.0000	0.0000	0.0000	14.5455	0.0000	0.0000	
18221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4301	5.4545	1.8182	0.0000	0.0000	1.8182	5.4545	14.5455	1.8182	0.0000	
4341	10.6061	6.0606	3.0303	0.0000	1.5152	4.5455	27.2727	3.0303	0.0000	
10231	7.7586	9.4828	0.8621	0.0000	0.8621	2.5862	25.8621	3.4483	3.4483	
15531	6.1224	2.0408	0.0000	0.0000	0.0000	0.0000	16.3265	2.0408	6.1224	
19961	12.5000	0.0000	2.5000	0.0000	0.0000	5.0000	25.0000	7.5000	2.5000	
20021	8.5714	5.7143	2.8571	0.0000	0.0000	8.5714	25.7143	0.0000	0.0000	
20271	4.5455	2.2727	0.0000	0.0000	11.3636	6.8182	34.0909	11.3636	6.8182	
731	2.7027	2.7027	1.3514	0.0000	1.3514	1.3514	8.1081	0.0000	0.0000	
851	9.0909	4.5455	0.0000	0.0000	0.0000	0.0000	18.1818	0.0000	0.0000	
1161	5.7692	1.2821	2.5641	0.6410	0.6410	3.8462	16.6667	3.8462	0.6410	
190	2.9536	2.5316	4.2194	0.4219	0.8439	2.9536	16.0338	2.9536	0.4219	
1190	4.7325	4.3210	1.6461	1.2346	1.2346	4.9383	19.7531	1.6461	0.8230	
1351	3.3846	4.3077	2.1538	0.0000	0.3077	3.3846	16.9231	3.6923	1.2308	
530	7.1429	0.0000	0.0000	0.0000	0.0000	0.0000	7.1429	0.0000	0.0000	
1631	2.2727	5.6818	4.5455	0.0000	0.0000	2.2727	15.9091	0.0000	1.1364	
550	2.5974	5.1948	0.0000	1.2987	0.0000	2.5974	12.9870	0.0000	1.2987	
1711	6.1644	4.1096	2.0548	0.6849	0.6849	2.7397	17.8082	1.3699	0.6849	
540	2.1277	6.3830	1.0638	1.0638	0.0000	1.0638	13.8298	0.0000	1.0638	
2121	6.3830	6.3830	2.1277	0.0000	0.0000	0.0000	19.1489	0.0000	2.1277	
710	2.3256	4.6512	2.3256	0.0000	2.3256	2.3256	13.9535	2.3256	0.0000	
3331	5.6604	7.5472	0.0000	0.0000	0.0000	0.0000	16.9811	3.7736	0.0000	
4561	2.6786	4.9107	3.1250	0.4464	1.3393	4.0179	18.7500	1.7857	0.4464	
4891	5.6911	4.0650	2.4390	0.8130	0.8130	4.8780	18.6992	1.6260	0.0000	
4951	5.8824	4.4118	0.0000	0.0000	1.4706	0.0000	11.7647	0.0000	0.0000	
6221	1.4981	4.8689	0.7491	0.0000	1.4981	1.8727	13.1086	2.9963	0.3745	
6651	3.4965	2.7972	0.0000	0.0000	2.0979	5.5944	14.6853	2.7972	0.0000	
6851	6.4516	6.4516	1.6129	0.0000	0.0000	3.2258	17.7419	1.6129	0.0000	
6861	22.2222	11.1111	0.0000	0.0000	0.0000	0.0000	33.3333	0.0000	0.0000	
10391	4.4944	3.3708	2.2472	0.0000	1.1236	1.1236	11.2360	0.0000	0.0000	
10411	7.5676	5.4054	2.7027	0.0000	0.0000	1.6216	18.3784	0.5405	1.0811	
11701	4.8780	4.8780	2.4390	0.0000	0.0000	4.8780	17.0732	2.4390	0.0000	
7211	2.1277	2.8369	2.1277	1.7730	3.1915	3.9007	18.7943	3.9007	1.4184	
7531	9.0909	0.0000	4.5455	2.2727	0.0000	2.2727	27.2727	6.8182	2.2727	
7561	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7611	0.0000	8.3333	0.0000	0.0000	8.3333	0.0000	16.6667	0.0000	0.0000	
10461	4.9774	3.1674	3.6199	0.9050	1.3575	7.2398	24.4344	1.8100	1.8100	
12681	0.0000	12.5000	7.5000	0.0000	2.5000	2.5000	27.5000	7.5000	0.0000	
13141	6.8966	0.0000	3.4483	0.0000	0.0000	3.4483	13.7931	0.0000	0.0000	
13611	2.9412	2.9412	2.9412	0.0000	5.8824	14.7059	38.2353	8.8235	0.0000	
13641	2.2222	0.0000	5.5556	2.2222	0.0000	1.1111	14.4444	3.3333	1.1111	
5570	9.6774	6.4516	3.2258	0.0000	0.0000	6.4516	22.5806	3.2258	0.0000	
17961	6.6667	3.3333	0.0000	0.0000	3.3333	3.3333	20.0000	3.3333	3.3333	
18631	5.0000	10.0000	0.0000	0.0000	5.0000	0.0000	20.0000	0.0000	5.0000	
7370	1.5625	3.1250	0.0000	0.0000	4.6875	6.2500	21.8750	4.6875	4.6875	
18761	6.7797	0.0000	1.6949	0.0000	1.6949	1.6949	22.0339	3.3898	6.7797	
7280	0.0000	3.4483	6.8966	0.0000	3.4483	3.4483	18.9655	1.7241	0.0000	
19261	5.5556	5.5556	0.0000	5.5556	0.0000	0.0000	16.6667	0.0000	0.0000	
4231	1.7065	3.4130	1.7065	0.3413	2.3891	2.3891	13.9932	3.7543	1.3652	
4251	4.6154	4.6154	1.5385	0.0000	3.0769	4.6154	21.5385	3.0769	1.5385	
4361	0.0000	0.0000	5.2632	0.0000	0.0000	0.0000	5.2632	0.0000	0.0000	
4481	1.3514	2.7027	0.0000	0.0000	0.0000	5.4054	14.8649	6.7568	2.7027	
4551	0.0000	5.0000	5.0000	0.0000	0.0000	0.0000	20.0000	5.0000	5.0000	
4621	6.6667	0.0000	0.0000	0.0000	0.0000	0.0000	13.3333	0.0000	6.6667	
7151	15.3846	0.0000	23.0769	0.0000	0.0000	0.0000	38.4615	0.0000	0.0000	
7181	6.5217	4.3478	2.1739	0.0000	0.0000	2.1739	15.2174	0.0000	0.0000	
10051	3.7037	0.0000	0.0000	0.0000	0.0000	3.7037	11.1111	0.0000	3.7037	
10101	3.7736	3.7736	5.6604	1.8868	0.0000	3.7736	26.4151	5.6604	1.8868	
10581	5.7692	0.0000	9.6154	0.0000	3.8462	7.6923	28.8462	5.7692	1.9231	
15451	3.5714	0.0000	7.1429	0.0000	7.1429	0.0000	17.8571	0.0000	0.0000	
15491	2.3810	2.3810	2.3810	0.0000	0.0000	0.0000	14.2857	4.7619	2.3810	
15501	12.5000	12.5000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	
15911	3.2000	3.2000	2.4000	0.0000	0.8000	3.2000	15.2000	0.8000	3.2000	
15921	6.6667	0.0000	0.0000	0.0000	0.0000	6.6667	20.0000	6.6667	0.0000	
15961	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
15981	5.1282	2.5641	1.2821	0.0000	5.1282	8.9744	19.2308	3.8462	0.0000	
16161	2.1739	2.1739	2.1739	2.1739	0.0000	2.1739	10.8696	2.1739	0.0000	
16421	5.5556	0.0000	0.0000	0.0000	0.0000	0.0000	11.1111	0.0000	0.0000	
19951	0.0000	4.3478	8.6957	0.0000	4.3478	2.1739	17.3913	0.0000	0.0000	
20161	0.0000	0.0000	0.0000	5.8824	0.0000	0.0000	11.7647	5.8824	0.0000	
20501	20.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.0000	0.0000	0.0000	
20781	3.5211	2.8169	2.1127	0.7042	0.0000	5.6338	17.6056	2.8169	0.7042	
20821	1.6667	1.6667	3.3333	1.6667	1.6667	6.6667	16.6667	0.0000	0.0000	
21551	2.0408	3.0612	1.0204	1.0204	3.0612	3.0612	13.2653	2.5510	1.0204	
701	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
721	11.1111	5.5556	0.0000	0.0000	0.0000	0.0000	22.2222	0.0000	0.0000	
1641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1741	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1901	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1921	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
2151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4511	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
1620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
5731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
8461	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10891	0.0000	0.0000	0.0000	0.0000	0.0000	14.2857	28.5714	14.2857	0.0000	
4270	1.9231	5.7692	1.9231	1.9231	5.7692	5.7692	21.1538	3.8462	0.0000	
12321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
4930	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
12551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
7201	6.8826	8.5020	2.8340	0.8097	4.0486	3.2389	27.5304	1.6194	0.8097	
7241	5.2632	0.0000	0.0000	0.0000	0.0000	5.2632	10.5263	0.0000	0.0000	
3650	6.6667	2.2222	0.0000	0.0000	2.2222	2.2222	13.3333	0.0000	0.0000	
7541	1.7857	0.0000	3.5714	0.0000	1.7857	3.5714	16.0714	5.3571	0.0000	
2410	0.0000	4.7619	0.0000	0.0000	0.0000	0.0000	14.2857	4.7619	4.7619	
7621	0.0000	7.4074	0.0000	7.4074	0.0000	0.0000	14.8148	0.0000	0.0000	
7841	1.2346	7.4074	0.0000	0.0000	2.4691	2.4691	14.8148	2.4691	1.2346	
4050	8.1081	0.0000	2.7027	0.0000	2.7027	0.0000	13.5135	0.0000	0.0000	
7851	0.0000	4.0000	8.0000	0.0000	0.0000	0.0000	20.0000	4.0000	4.0000	
9801	2.5000	12.5000	2.5000	0.0000	0.0000	2.5000	20.0000	0.0000	0.0000	
3480	3.3333	6.6667	3.3333	0.0000	0.0000	3.3333	20.0000	0.0000	0.0000	
3660	5.7143	2.8571	2.8571	0.0000	2.8571	2.8571	21.4286	2.8571	1.4286	
3960	3.2258	1.0753	1.0753	0.0000	1.0753	1.0753	11.8280	3.2258	1.0753	
9961	2.6316	9.2105	2.6316	0.0000	0.0000	0.0000	19.7368	2.6316	2.6316	
10111	0.8197	4.9180	1.6393	0.0000	2.4590	8.1967	15.5738	1.6393	0.0000	
10121	8.1081	2.7027	0.0000	0.0000	5.4054	2.7027	16.2162	0.0000	0.0000	
10131	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
10321	4.9587	3.3058	1.6529	3.3058	0.8264	0.8264	18.1818	2.4793	0.8264	
3790	6.2500	12.5000	0.0000	0.0000	0.0000	0.0000	25.0000	0.0000	0.0000	
11041	8.3333	0.0000	0.0000	0.0000	0.0000	4.1667	12.5000	0.0000	0.0000	
4040	5.7692	7.0513	1.6026	0.0000	0.6410	3.2051	23.0769	4.4872	0.6410	
12671	3.3333	1.6667	0.0000	0.0000	0.0000	3.3333	8.3333	0.0000	0.0000	
